HGNC ID	Approved Symbol	Approved Name	Status	Previous Symbols	Synonyms	RefSeq IDs	RefSeq(supplied by NCBI)
HGNC:19748	ACOT4	acyl-CoA thioesterase 4	Approved		FLJ31235, PTE-Ib, PTE2B	NM_152331	NM_152331
HGNC:33159	ACOT6	acyl-CoA thioesterase 6	Approved	C14orf42		NM_001037162	NM_001037162
HGNC:24157	ACOT7	acyl-CoA thioesterase 7	Approved		BACH, ACH1, ACT, CTE-II, LACH1, MGC1126, hBACH	NM_007274	NM_007274
HGNC:15919	ACOT8	acyl-CoA thioesterase 8	Approved	PTE1	hACTE-III, hTE, PTE-2, NAP1	NM_183386	NM_005469
HGNC:17152	ACOT9	acyl-CoA thioesterase 9	Approved		CGI-16, MT-ACT48, ACATE2	NM_012332	NM_001033583
HGNC:18156	ACOT11	acyl-CoA thioesterase 11	Approved	THEA	STARD14, BFIT, KIAA0707, BFIT1, THEM1	NM_015547	NM_015547
HGNC:24436	ACOT12	acyl-CoA thioesterase 12	Approved		Cach, THEAL, STARD15	NM_130767	NM_130767
HGNC:20999	ACOT13	acyl-CoA thioesterase 13	Approved	THEM2	HT012	NM_018473	NM_001160094
HGNC:119	ACOX1	acyl-CoA oxidase 1	Approved		PALMCOX		NM_001185039
HGNC:120	ACOX2	acyl-CoA oxidase 2	Approved		BRCACOX, BRCOX, THCCox	NM_003500	NM_003500
HGNC:121	ACOX3	acyl-CoA oxidase 3, pristanoyl	Approved				NM_001101667
HGNC:25621	ACOXL	acyl-CoA oxidase like	Approved		FLJ11042	NM_018308	NM_001142807
HGNC:41112	ACOXL-AS1	ACOXL antisense RNA 1	Approved			NR_122074	NR_122074
HGNC:122	ACP1	acid phosphatase 1	Approved		HAAP, LMW-PTP, LMWPTP	NM_004300	NM_001040649
HGNC:123	ACP2	acid phosphatase 2, lysosomal	Approved		LAP	NM_001610	NM_001302489
HGNC:14376	ACP4	acid phosphatase 4	Approved	ACPT		NM_033068	NM_033068
HGNC:124	ACP5	acid phosphatase 5, tartrate resistant	Approved		TRAP, HPAP		NM_001111034
HGNC:29609	ACP6	acid phosphatase 6, lysophosphatidic	Approved		LPAP, ACPL1	NM_016361	NM_001323625
HGNC:33781	ACP7	acid phosphatase 7, tartrate resistant (putative)	Approved		FLJ16165, PAPL1, PAPL	NM_001004318	NM_001004318
HGNC:125	ACPP	acid phosphatase, prostate	Approved		ACP3, ACP-3, PAP	NM_001099	NM_001099
HGNC:126	ACR	acrosin	Approved			NM_001097	NM_001097
HGNC:17195	ACRBP	acrosin binding protein	Approved		SP32, OY-TES-1, CT23	NM_032489	NM_032489
HGNC:127	ACRV1	acrosomal vesicle protein 1	Approved		SPACA2, SP-10, D11S4365	NM_001612	NM_001612
HGNC:128	ACS3~withdrawn	symbol withdrawn, see TWIST1	Symbol Withdrawn				
HGNC:29567	ACSBG1	acyl-CoA synthetase bubblegum family member 1	Approved		BGM, FLJ30320, MGC14352, BG1, KIAA0631, hBG1, hsBG	NM_015162	NM_001199377
HGNC:24174	ACSBG2	acyl-CoA synthetase bubblegum family member 2	Approved		BGR, PRTD-NY3, DKFZp434K1635	NM_030924	NM_001289177
HGNC:26101	ACSF2	acyl-CoA synthetase family member 2	Approved		FLJ20920, ACSMW	NM_025149	NM_001288968
HGNC:27288	ACSF3	acyl-CoA synthetase family member 3	Approved			NM_174917	NM_001127214
HGNC:3569	ACSL1	acyl-CoA synthetase long chain family member 1	Approved	FACL2	LACS2, LACS, ACS1, LACS1, FACL1	NM_001995	NM_001286708
HGNC:3570	ACSL3	acyl-CoA synthetase long chain family member 3	Approved	FACL3	ACS3, PRO2194	NM_004457	NM_001354158
HGNC:3571	ACSL4	acyl-CoA synthetase long chain family member 4	Approved	FACL4, MRX63, MRX68	ACS4, LACS4	NM_004458	NM_001318509
HGNC:16526	ACSL5	acyl-CoA synthetase long chain family member 5	Approved	FACL5	ACS5, ACS2	NM_016234	NM_016234
HGNC:16496	ACSL6	acyl-CoA synthetase long chain family member 6	Approved	FACL6	KIAA0837, ACS2, LACS5, LACS2	NM_015256	NM_001009185
HGNC:18049	ACSM1	acyl-CoA synthetase medium chain family member 1	Approved	BUCS1	MACS1	NM_052956	NM_001318890
HGNC:32017	ACSM2A	acyl-CoA synthetase medium chain family member 2A	Approved	ACSM2	A-923A4.1, MGC150530	NM_001010845	NM_001308169
HGNC:30931	ACSM2B	acyl-CoA synthetase medium chain family member 2B	Approved	ACSM2	HXMA, HYST1046	NM_182617	NM_001105069
HGNC:10522	ACSM3	acyl-CoA synthetase medium chain family member 3	Approved	SAH	SA	NM_005622	NM_005622
HGNC:32016	ACSM4	acyl-CoA synthetase medium chain family member 4	Approved			NM_001080454	NM_001080454
HGNC:26060	ACSM5	acyl-CoA synthetase medium chain family member 5	Approved		FLJ20581	NM_017888	NM_001324371
HGNC:51295	ACSM5P1	acyl-CoA synthetase medium chain family member 5 pseudogene 1	Approved			NG_026352	NG_026352
HGNC:31665	ACSM6	acyl-CoA synthetase medium chain family member 6	Approved	C10orf129	bA310E22.3	NM_207321	NM_207321
HGNC:16091	ACSS1	acyl-CoA synthetase short chain family member 1	Approved	ACAS2L	dJ568C11.3, AceCS2L, MGC33843	NM_032501	NM_001252675
HGNC:15814	ACSS2	acyl-CoA synthetase short chain family member 2	Approved	ACAS2	ACS, ACSA, AceCS, dJ1161H23.1	NM_018677	NM_001076552
HGNC:24723	ACSS3	acyl-CoA synthetase short chain family member 3	Approved		FLJ21963	NM_024560	NM_001330242
HGNC:129	ACTA1	actin, alpha 1, skeletal muscle	Approved	ACTA	NEM3	NM_001100	NM_001100
HGNC:130	ACTA2	actin, alpha 2, smooth muscle, aorta	Approved		ACTSA	NM_001613	NM_001141945
HGNC:45169	ACTA2-AS1	ACTA2 antisense RNA 1	Approved		uc001kfo.1, ZXF1		NR_125373
HGNC:131	ACTA3~withdrawn	symbol withdrawn, see ACTG2	Symbol Withdrawn				
HGNC:132	ACTB	actin beta	Approved			NM_001101	NM_001101
HGNC:17780	ACTBL2	actin, beta like 2	Approved		DKFZp686D0972	NM_001017992	NM_001017992
HGNC:134	ACTBP1	actin, beta pseudogene 1	Approved			NG_022596	NG_022596
HGNC:135	ACTBP2	actin, beta pseudogene 2	Approved			NG_003019	NG_003019
HGNC:136	ACTBP3	actin, beta pseudogene 3	Approved				NG_016990
HGNC:137	ACTBP4	actin, beta pseudogene 4	Approved				NG_003020
HGNC:138	ACTBP5~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:139	ACTBP6	actin, beta pseudogene 6	Approved			NG_008793	NG_008793
HGNC:140	ACTBP7	actin, beta pseudogene 7	Approved				NG_002724
HGNC:141	ACTBP8	actin, beta pseudogene 8	Approved		ACTBP2	NG_000840	NG_000840
HGNC:142	ACTBP9	actin, beta pseudogene 9	Approved			NG_003162	NG_003162
HGNC:31819	ACTBP10	actin, beta pseudogene 10	Approved				NG_032756
HGNC:33971	ACTBP11	actin, beta pseudogene 11	Approved				NG_007577
HGNC:150	ACTBP12	actin, beta pseudogene 12	Approved	ACTGP5		NG_026958	NG_026958
HGNC:44626	ACTBP13	actin, beta pseudogene 13	Approved				NG_028183
HGNC:45086	ACTBP14	actin, beta pseudogene 14	Approved			NG_022182	NG_022182
HGNC:143	ACTC1	actin, alpha, cardiac muscle 1	Approved	ACTC	CMD1R	NM_005159	NM_005159
HGNC:144	ACTG1	actin gamma 1	Approved	ACTG, DFNA20, DFNA26		NM_001614	NM_001199954
HGNC:146	ACTG1P1	actin gamma 1 pseudogene 1	Approved	ACTGP1, ACT1GP1		NG_001068	NG_001068
HGNC:147	ACTG1P2	actin gamma 1 pseudogene 2	Approved	ACTL2, ACTGP2		NG_004636	NG_000841
HGNC:148	ACTG1P3	actin gamma 1 pseudogene 3	Approved	ACTGP3		NG_000842	NG_000842
HGNC:149	ACTG1P4	actin gamma 1 pseudogene 4	Approved	ACTGP4			NR_024438
HGNC:151	ACTG1P6	actin gamma 1 pseudogene 6	Approved	ACTGP6			
HGNC:152	ACTG1P7	actin gamma 1 pseudogene 7	Approved	ACTGP7			
HGNC:153	ACTG1P8	actin gamma 1 pseudogene 8	Approved	ACTGP8			
HGNC:154	ACTG1P9	actin gamma 1 pseudogene 9	Approved	ACTGP9		NG_001069	NG_001069
HGNC:155	ACTG1P10	actin gamma 1 pseudogene 10	Approved	ACTL1, ACTGP10		NG_003039	NG_003039
HGNC:37651	ACTG1P11	actin gamma 1 pseudogene 11	Approved			NG_004636	NG_004636
HGNC:44496	ACTG1P12	actin gamma 1 pseudogene 12	Approved				NG_011728
HGNC:49058	ACTG1P13	actin gamma 1 pseudogene 13	Approved				NG_025603
HGNC:49751	ACTG1P14	actin gamma 1 pseudogene 14	Approved			NG_023870	NG_023870
HGNC:51495	ACTG1P15	actin gamma 1 pseudogene 15	Approved				NG_025296
HGNC:51496	ACTG1P16	actin gamma 1 pseudogene 16	Approved				NG_026370
HGNC:51497	ACTG1P17	actin gamma 1 pseudogene 17	Approved				NR_036446
HGNC:51498	ACTG1P18	actin gamma 1 pseudogene 18	Approved				NG_009224
HGNC:51499	ACTG1P19	actin gamma 1 pseudogene 19	Approved				NG_021670
HGNC:51500	ACTG1P20	actin gamma 1 pseudogene 20	Approved				NR_033926
HGNC:51501	ACTG1P21	actin gamma 1 pseudogene 21	Approved				NG_022723
HGNC:51502	ACTG1P22	actin gamma 1 pseudogene 22	Approved				NG_021565
HGNC:51503	ACTG1P23	actin gamma 1 pseudogene 23	Approved				NG_022227
HGNC:49661	ACTG1P24	actin gamma 1 pseudogene 24	Approved	POTENP			NG_022456
HGNC:145	ACTG2	actin, gamma 2, smooth muscle, enteric	Approved	ACTL3, ACTA3	ACTSG	NM_001615	NM_001199893
HGNC:156	ACTL2~withdrawn	symbol withdrawn, see ACTG1P2	Symbol Withdrawn				
HGNC:157	ACTL3~withdrawn	symbol withdrawn, see ACTG2	Symbol Withdrawn				
HGNC:158	ACTL4~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:159	ACTL5~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:24124	ACTL6A	actin like 6A	Approved		Actl6, BAF53A, Arp4, Baf53a, INO80K	NM_004301	NM_004301
HGNC:160	ACTL6B	actin like 6B	Approved	ACTL6	BAF53B	NM_016188	NM_016188
HGNC:161	ACTL7A	actin like 7A	Approved			NM_006687	NM_006687
HGNC:162	ACTL7B	actin like 7B	Approved		Tact1	NM_006686	NM_006686
HGNC:24018	ACTL8	actin like 8	Approved		CT57	NM_030812	NM_030812
HGNC:28494	ACTL9	actin like 9	Approved		MGC33407	NM_178525	NM_178525
HGNC:16127	ACTL10	actin like 10	Approved	C20orf134			NM_001024675
HGNC:163	ACTN1	actinin alpha 1	Approved			NM_001102	NM_001102
HGNC:20131	ACTN1-AS1	ACTN1 antisense RNA 1	Approved	C14orf84			NR_073422
HGNC:164	ACTN2	actinin alpha 2	Approved			NM_001103	NM_001103
HGNC:165	ACTN3	actinin alpha 3 (gene/pseudogene)	Approved			NM_001104	NM_001104
HGNC:166	ACTN4	actinin alpha 4	Approved	FSGS1			NM_001322033
HGNC:44028	ACTN4P1	actinin alpha 4 pseudogene 1	Approved				NG_022074
HGNC:44032	ACTN4P2	actinin alpha 4 pseudogene 2	Approved				
HGNC:51621	ACTP1	actin family pseudogene 1	Approved				NG_044542
HGNC:167	ACTR1A	ARP1 actin related protein 1 homolog A	Approved		ARP1, Arp1A		NM_005736
HGNC:168	ACTR1B	ARP1 actin related protein 1 homolog B	Approved	CTRN2	Arp1B	NM_005735	NM_005735
HGNC:169	ACTR2	ARP2 actin related protein 2 homolog	Approved		ARP2	NM_001005386	NM_001005386
HGNC:170	ACTR3	ARP3 actin related protein 3 homolog	Approved		ARP3	NM_005721	NM_001277140
HGNC:17256	ACTR3B	ARP3 actin related protein 3 homolog B	Approved		ARP11, ARP3beta	NM_020445	NM_001040135
HGNC:37724	ACTR3BP1	ACTR3B pseudogene 1	Approved			NG_005799	NG_005799
HGNC:38677	ACTR3BP2	ACTR3B pseudogene 2	Approved		FKSG73		NR_027714
HGNC:38678	ACTR3BP3	ACTR3B pseudogene 3	Approved				NG_005800
HGNC:38681	ACTR3BP4	ACTR3B pseudogene 4	Approved				NG_005802
HGNC:38682	ACTR3BP5	ACTR3B pseudogene 5	Approved				NR_045000
HGNC:38683	ACTR3BP6	ACTR3B pseudogene 6	Approved				NG_005801
HGNC:37282	ACTR3C	ARP3 actin related protein 3 homolog C	Approved		ARP11		NM_001164458
HGNC:31820	ACTR3P1	ACTR3 pseudogene 1	Approved				NG_023029
HGNC:38676	ACTR3P2	ACTR3 pseudogene 2	Approved				NG_022669
HGNC:38679	ACTR3P3	ACTR3 pseudogene 3	Approved				NG_022261
HGNC:14671	ACTR5	ARP5 actin related protein 5 homolog	Approved		FLJ12785, Arp5, INO80M	NM_024855	NM_024855
HGNC:24025	ACTR6	ARP6 actin related protein 6 homolog	Approved		ARP6, FLJ13433	NM_022496	NM_022496
HGNC:44210	ACTR6P1	ACTR6 pseudogene 1	Approved			NG_025147	NG_025147
HGNC:14672	ACTR8	ARP8 actin related protein 8 homolog	Approved		INO80N	NM_022899	NM_022899
HGNC:17372	ACTR10	actin related protein 10 homolog	Approved		HARP11, ACTR11, Arp11, Arp10		NM_018477
HGNC:24027	ACTRT1	actin related protein T1	Approved		AIP1, KIAA0705, ARIP1, Arp-T1	NM_138289	NM_138289
HGNC:24026	ACTRT2	actin related protein T2	Approved		Arp-T2, ARPM2, FLJ25424	NM_080431	NM_080431
HGNC:24022	ACTRT3	actin related protein T3	Approved		ARPM1	NM_032487	NM_032487
HGNC:171	ACVR1	activin A receptor type 1	Approved	ACVRLK2	SKR1, ALK2, ACVR1A	NM_001105	NM_001105
HGNC:172	ACVR1B	activin A receptor type 1B	Approved	ACVRLK4	ALK4, SKR2, ActRIB	NM_020328	NM_004302
HGNC:18123	ACVR1C	activin A receptor type 1C	Approved		ALK7, ACVRLK7	NM_145259	NM_001111031
HGNC:173	ACVR2A	activin A receptor type 2A	Approved	ACVR2	ACTRII	NM_001616	NM_001278579
HGNC:174	ACVR2B	activin A receptor type 2B	Approved		ActR-IIB	NM_001106	NM_001106
HGNC:44161	ACVR2B-AS1	ACVR2B antisense RNA 1	Approved			NR_028389	NR_028389
HGNC:175	ACVRL1	activin A receptor like type 1	Approved	ACVRLK1, ORW2	HHT2, ALK1, HHT	NM_000020	NM_000020
HGNC:176	ACVRLK2~withdrawn	symbol withdrawn, see ACVR1	Symbol Withdrawn				
HGNC:177	ACY1	aminoacylase 1	Approved			NM_000666	NM_000666
HGNC:178	ACY1L~withdrawn	symbol withdrawn, see CCDC102B	Symbol Withdrawn				
HGNC:24104	ACY3	aminoacylase 3	Approved		HCBP1, MGC9740, ACY-3	NM_080658	NM_080658
HGNC:179	ACYP1	acylphosphatase 1	Approved				NM_001107
HGNC:180	ACYP2	acylphosphatase 2	Approved				NM_001320586
HGNC:181	AD1~withdrawn	symbol withdrawn, see APP	Symbol Withdrawn				
HGNC:182	AD2~withdrawn	symbol withdrawn, see APOE	Symbol Withdrawn				
HGNC:183	AD3~withdrawn	symbol withdrawn, see PSEN1	Symbol Withdrawn				
HGNC:184	AD4~withdrawn	symbol withdrawn, see PSEN2	Symbol Withdrawn				
HGNC:185	AD5	Alzheimer disease 5	Approved				
HGNC:186	ADA	adenosine deaminase	Approved			NM_000022	NM_000022
HGNC:1839	ADA2	adenosine deaminase 2	Approved	IDGFL, CECR1	ADGF		NM_001282225
HGNC:30713	ADAD1	adenosine deaminase domain containing 1	Approved		Tenr	NM_139243	NM_001159285
HGNC:44550	ADAD1P1	adenosine deaminase domain containing 1 pseudogene 1	Approved				NG_025689
HGNC:44552	ADAD1P2	adenosine deaminase domain containing 1 pseudogene 2	Approved				NG_012925
HGNC:30714	ADAD2	adenosine deaminase domain containing 2	Approved		TENRL, FLJ00337	NM_139174	NM_001145400
HGNC:31853	ADAL	adenosine deaminase like	Approved			NM_001324366	NM_001012969
HGNC:187	ADAM1A	ADAM metallopeptidase domain 1A (pseudogene)	Approved	ADAM1	FTNAP, PH-30a, Ftna, ADAM1P	NG_001216	NR_036636
HGNC:44366	ADAM1B	ADAM metallopeptidase domain 1B (pseudogene)	Approved			NG_024129	NG_024129
HGNC:198	ADAM2	ADAM metallopeptidase domain 2	Approved	FTNB	PH-30b, PH30, CT15	NM_001464	NM_001278113
HGNC:209	ADAM3A	ADAM metallopeptidase domain 3A (pseudogene)	Approved	CYRN1	ADAM3, tMDCI	NR_001569	NR_001569
HGNC:210	ADAM3B	ADAM metallopeptidase domain 3B (pseudogene)	Approved	CYRN2		NG_001526	NR_144553
HGNC:212	ADAM5	ADAM metallopeptidase domain 5 (pseudogene)	Approved	ADAM5P	tMDCII	NR_001448	NR_001448
HGNC:213	ADAM6	ADAM metallopeptidase domain 6 (pseudogene)	Approved	C14orf96	tMDCIV	NR_002224	NR_002224
HGNC:214	ADAM7	ADAM metallopeptidase domain 7	Approved		GP-83, EAPI	NM_003817	NM_003817
HGNC:215	ADAM8	ADAM metallopeptidase domain 8	Approved		CD156, MS2, CD156a	NM_001109	NM_001109
HGNC:216	ADAM9	ADAM metallopeptidase domain 9	Approved	CORD9	MDC9, KIAA0021, MCMP, Mltng		NM_003816
HGNC:188	ADAM10	ADAM metallopeptidase domain 10	Approved		kuz, MADM, HsT18717, CD156c	NM_001110	NM_001110
HGNC:189	ADAM11	ADAM metallopeptidase domain 11	Approved	MDC		NM_002390	NM_001318933
HGNC:190	ADAM12	ADAM metallopeptidase domain 12	Approved		MCMPMltna, MLTN		NM_001288973
HGNC:43841	ADAM12-OT1~withdrawn	entry withdrawn	Entry Withdrawn				
HGNC:193	ADAM15	ADAM metallopeptidase domain 15	Approved		MDC15	NM_003815	NM_001261464
HGNC:195	ADAM17	ADAM metallopeptidase domain 17	Approved	TACE	cSVP, CD156B		NM_003183
HGNC:196	ADAM18	ADAM metallopeptidase domain 18	Approved		tMDCIII, ADAM27	NM_014237	NM_001190956
HGNC:197	ADAM19	ADAM metallopeptidase domain 19	Approved		MLTNB	NM_033274	NM_033274
HGNC:199	ADAM20	ADAM metallopeptidase domain 20	Approved				NM_003814
HGNC:20102	ADAM20P1	ADAM metallopeptidase domain 20 pseudogene 1	Approved	C14orf55		NR_037933	NR_037933
HGNC:43901	ADAM20P2	ADAM metallopeptidase domain 20 pseudogene 2	Approved				NG_028850
HGNC:43902	ADAM20P3	ADAM metallopeptidase domain 20 pseudogene 3	Approved				NG_023541
HGNC:200	ADAM21	ADAM metallopeptidase domain 21	Approved		ADAM31		NM_003813
HGNC:19822	ADAM21P1	ADAM metallopeptidase domain 21 pseudogene 1	Approved	ADAM21P		NG_002467	NR_003951
HGNC:201	ADAM22	ADAM metallopeptidase domain 22	Approved		MDC2	NM_021723	NM_001324417
HGNC:202	ADAM23	ADAM metallopeptidase domain 23	Approved		MDC3	NM_003812	NM_003812
HGNC:203	ADAM24P	ADAM metallopeptidase domain 24, pseudogene	Approved				NG_022410
HGNC:206	ADAM28	ADAM metallopeptidase domain 28	Approved		eMDCII, MDC-Lm, MDC-Ls, ADAM23	NM_021778	NM_001304351
HGNC:207	ADAM29	ADAM metallopeptidase domain 29	Approved		svph1, CT73		NM_001130703
HGNC:208	ADAM30	ADAM metallopeptidase domain 30	Approved		svph4	NM_021794	NM_021794
HGNC:15479	ADAM32	ADAM metallopeptidase domain 32	Approved			NM_145004	NM_001313994
HGNC:15478	ADAM33	ADAM metallopeptidase domain 33	Approved	C20orf153	DKFZp434K0521, dJ964F7.1	NM_025220	NM_001282447
HGNC:16299	ADAMDEC1	ADAM like decysin 1	Approved		M12.219	NM_014479	NM_001145271
HGNC:217	ADAMTS1	ADAM metallopeptidase with thrombospondin type 1 motif 1	Approved		C3-C5, METH1, KIAA1346		NM_006988
HGNC:218	ADAMTS2	ADAM metallopeptidase with thrombospondin type 1 motif 2	Approved		ADAMTS-3, hPCPNI, PCINP, ADAM-TS2, NPI	NM_014244	NM_014244
HGNC:219	ADAMTS3	ADAM metallopeptidase with thrombospondin type 1 motif 3	Approved		KIAA0366, ADAMTS-4		NM_014243
HGNC:220	ADAMTS4	ADAM metallopeptidase with thrombospondin type 1 motif 4	Approved		KIAA0688, ADAMTS-2, ADMP-1	NM_005099	NM_001320336
HGNC:221	ADAMTS5	ADAM metallopeptidase with thrombospondin type 1 motif 5	Approved		ADMP-2, ADAMTS11		NM_007038
HGNC:222	ADAMTS6	ADAM metallopeptidase with thrombospondin type 1 motif 6	Approved		ADAM-TS6	NM_197941	NM_197941
HGNC:223	ADAMTS7	ADAM metallopeptidase with thrombospondin type 1 motif 7	Approved		ADAM-TS7, DKFZp434H204	NM_014272	NM_014272
HGNC:49407	ADAMTS7P1	ADAMTS7 pseudogene 1	Approved	ADAMTS7P2			NR_045529
HGNC:49408	ADAMTS7P2~withdrawn	symbol withdrawn, see ADAMTS7P1	Symbol Withdrawn				
HGNC:49409	ADAMTS7P3	ADAMTS7 pseudogene 3	Approved				NG_028863
HGNC:49410	ADAMTS7P4	ADAMTS7 pseudogene 4	Approved				NG_022116
HGNC:224	ADAMTS8	ADAM metallopeptidase with thrombospondin type 1 motif 8	Approved		METH2, FLJ41712, ADAM-TS8	NM_007037	NM_007037
HGNC:13202	ADAMTS9	ADAM metallopeptidase with thrombospondin type 1 motif 9	Approved		KIAA1312		NM_001318781
HGNC:40625	ADAMTS9-AS1	ADAMTS9 antisense RNA 1	Approved			NR_110150	NR_110150
HGNC:42435	ADAMTS9-AS2	ADAMTS9 antisense RNA 2	Approved			NR_038264	NR_038264
HGNC:13201	ADAMTS10	ADAM metallopeptidase with thrombospondin type 1 motif 10	Approved		ADAM-TS10	NM_030957	NM_001282352
HGNC:14605	ADAMTS12	ADAM metallopeptidase with thrombospondin type 1 motif 12	Approved			NM_030955	NM_001324511
HGNC:1366	ADAMTS13	ADAM metallopeptidase with thrombospondin type 1 motif 13	Approved	C9orf8	VWFCP, TTP, vWF-CP, FLJ42993, MGC118899, MGC118900, DKFZp434C2322	NM_139025	NM_139025
HGNC:14899	ADAMTS14	ADAM metallopeptidase with thrombospondin type 1 motif 14	Approved			NM_080722	NM_080722
HGNC:16305	ADAMTS15	ADAM metallopeptidase with thrombospondin type 1 motif 15	Approved			NM_139055	NM_139055
HGNC:17108	ADAMTS16	ADAM metallopeptidase with thrombospondin type 1 motif 16	Approved		ADAMTS16s	NM_139056	NM_139056
HGNC:17109	ADAMTS17	ADAM metallopeptidase with thrombospondin type 1 motif 17	Approved		FLJ32769, FLJ16363	NM_139057	NM_139057
HGNC:17110	ADAMTS18	ADAM metallopeptidase with thrombospondin type 1 motif 18	Approved	ADAMTS21			NM_001326358
HGNC:17111	ADAMTS19	ADAM metallopeptidase with thrombospondin type 1 motif 19	Approved			NM_133638	NM_133638
HGNC:40797	ADAMTS19-AS1	ADAMTS19 antisense RNA 1	Approved		RP11-346A9.1		NR_125748
HGNC:17178	ADAMTS20	ADAM metallopeptidase with thrombospondin type 1 motif 20	Approved		GON-1	NM_025003	NM_025003
HGNC:16662	ADAMTS21~withdrawn	symbol withdrawn, see ADAMTS18	Symbol Withdrawn				
HGNC:14632	ADAMTSL1	ADAMTS like 1	Approved	C9orf94	ADAMTSR1, FLJ35283		NM_001040272
HGNC:14631	ADAMTSL2	ADAMTS like 2	Approved		KIAA0605	NM_014694	NM_001145320
HGNC:14633	ADAMTSL3	ADAMTS like 3	Approved		KIAA1233, punctin-2	NM_207517	NM_001301110
HGNC:19706	ADAMTSL4	ADAMTS like 4	Approved	TSRC1	DKFZP434K1772	NM_019032	NM_001288607
HGNC:32041	ADAMTSL4-AS1	ADAMTSL4 antisense RNA 1	Approved	C1orf138	FLJ45786		NR_104133
HGNC:27912	ADAMTSL5	ADAMTS like 5	Approved	THSD6		NM_213604	NM_213604
HGNC:16486	ADAP1	ArfGAP with dual PH domains 1	Approved	CENTA1	GCS1L	NM_006869	NM_001284308
HGNC:16487	ADAP2	ArfGAP with dual PH domains 2	Approved	CENTA2		NM_018404	NM_001346712
HGNC:225	ADAR	adenosine deaminase, RNA specific	Approved	IFI4, G1P1	ADAR1	NM_001111	NM_001025107
HGNC:226	ADARB1	adenosine deaminase, RNA specific B1	Approved		ADAR2, DRADA2, ADAR2g, DRABA2, RED1, hRED1, ADAR2a-L1, ADAR2a-L2, ADAR2a-L3, ADAR2a, ADAR2b, ADAR2c, ADAR2d	NM_015833	NM_001112
HGNC:227	ADARB2	adenosine deaminase, RNA specific B2 (inactive)	Approved		RED2, hRED2, ADAR3	NM_018702	NM_018702
HGNC:23299	ADARB2-AS1	ADARB2 antisense RNA 1	Approved	C10orf109, NCRNA00168	bA466B20.1	NR_033387	NR_033387
HGNC:228	ADAT1	adenosine deaminase, tRNA specific 1	Approved			NM_012091	NM_001324444
HGNC:21172	ADAT2	adenosine deaminase, tRNA specific 2	Approved	DEADC1	dJ20N2.1, TAD2	NM_001286259	NM_001286259
HGNC:25151	ADAT3	adenosine deaminase, tRNA specific 3	Approved		TAD3	NM_138422	NM_001329533
HGNC:19038	ADCK1	aarF domain containing kinase 1	Approved		FLJ39600	NM_020421	NM_001142545
HGNC:19039	ADCK2	aarF domain containing kinase 2	Approved		MGC20727	NM_052853	NM_052853
HGNC:21738	ADCK5	aarF domain containing kinase 5	Approved		FLJ35454	NM_174922	NM_174922
HGNC:229	ADCP1	adenosine deaminase complexing protein 1	Approved				
HGNC:230	ADCP2~withdrawn	symbol withdrawn, see DPP4	Symbol Withdrawn				
HGNC:231	ADCR~withdrawn	symbol withdrawn, see WT2	Symbol Withdrawn				
HGNC:232	ADCY1	adenylate cyclase 1	Approved	DFNB44	AC1	NM_021116	NM_001281768
HGNC:233	ADCY2	adenylate cyclase 2	Approved		HBAC2, KIAA1060, AC2	NM_020546	NM_020546
HGNC:234	ADCY3	adenylate cyclase 3	Approved		AC3		NM_001320613
HGNC:235	ADCY4	adenylate cyclase 4	Approved		AC4		NM_001198568
HGNC:236	ADCY5	adenylate cyclase 5	Approved		AC5	NM_183357	NM_001199642
HGNC:237	ADCY6	adenylate cyclase 6	Approved		AC6	NM_020983	NM_015270
HGNC:238	ADCY7	adenylate cyclase 7	Approved		KIAA0037, AC7		NM_001114
HGNC:239	ADCY8	adenylate cyclase 8	Approved	ADCY3	HBAC1, AC8		NM_001115
